time,cmd_L_hip_pitch,cmd_R_hip_pitch,cmd_L_hip_roll,cmd_R_hip_roll,cmd_L_hip_yaw,cmd_R_hip_yaw,cmd_L_knee,cmd_R_knee,cmd_L_foot_pitch,cmd_R_foot_pitch,cmd_L_foot_roll,cmd_R_foot_roll,pos_L_hip_pitch,pos_R_hip_pitch,pos_L_hip_roll,pos_R_hip_roll,pos_L_hip_yaw,pos_R_hip_yaw,pos_L_knee,pos_R_knee,pos_L_foot_pitch,pos_R_foot_pitch,pos_L_foot_roll,pos_R_foot_roll,act_L_hip_pitch,act_R_hip_pitch,act_L_hip_roll,act_R_hip_roll,act_L_hip_yaw,act_R_hip_yaw,act_L_knee,act_R_knee,act_L_foot_pitch,act_R_foot_pitch,act_L_foot_roll,act_R_foot_roll
0.2,0.05171355605125427,-0.017440585419535637,-0.03474552556872368,-0.1348200887441635,0.002813054248690605,0.1232401579618454,0.6498324871063232,0.24260780215263367,0.005869375541806221,-0.3014150559902191,-0.005977937486022711,0.21922680735588074,0.09451518415441094,0.019479015639209857,-0.04424118852701658,-0.06667127721111368,-0.011481923049054819,0.12308482418501525,0.566616097890551,0.30766098565576305,-0.31603005040791576,-0.38468313531058757,0.01940475441729996,0.10847791958831482,0.26342710852622986,-0.19488117098808289,-0.06949105113744736,-0.269640177488327,0.00562610849738121,0.2464803159236908,0.7996650338172913,-0.014784403145313263,0.35173875093460083,-0.26283010840415955,-0.023911749944090843,0.876907229423523
0.22,0.07093285024166107,0.00750618614256382,-0.04105363041162491,-0.1622242033481598,0.014630603604018688,0.12188638001680374,0.6681705713272095,0.23416420817375183,-0.05574227124452591,-0.2263219654560089,-0.006721499841660261,0.2238045632839203,0.10166982715482444,0.03205620812084187,-0.04662054633594145,-0.07027807009690726,-0.001827421708974734,0.12344158644214462,0.5912979994410114,0.28930108532813664,-0.3101862095305347,-0.3773863966298232,0.018100127321298627,0.10705172100703653,0.30186569690704346,-0.14498762786388397,-0.08210726082324982,-0.3244484066963196,0.029261207208037376,0.24377276003360748,0.8363410830497742,-0.03167159855365753,0.22851546108722687,-0.11264393478631973,-0.026885999366641045,0.8952182531356812
0.24,0.09947265684604645,0.03990529105067253,-0.04934878647327423,-0.19888606667518616,0.029710253700613976,0.12029805779457092,0.6869985461235046,0.22827580571174622,-0.16586440801620483,-0.1254877895116806,-0.004398121498525143,0.22992081940174103,0.11049684578618887,0.04604445265583045,-0.04877723080620779,-0.0743932505342225,0.010202623697726376,0.12335895597823611,0.6184958345067785,0.2665584731970998,-0.30556488095632783,-0.36841718801289985,0.01606626377173927,0.10239081109709394,0.3589453101158142,-0.08018941432237625,-0.09869757294654846,-0.3977721333503723,0.05942050740122795,0.24059611558914185,0.8739970922470093,-0.04344837740063667,0.0082711698487401,0.08902441710233688,-0.01759248599410057,0.9196832776069641
0.26,0.13596345484256744,0.07431253045797348,-0.047323185950517654,-0.24169322848320007,0.05646561458706856,0.11509107053279877,0.7046233415603638,0.23187966644763947,-0.3324640393257141,-0.024359626695513725,-0.004556989297270775,0.23692026734352112,0.12170762757106318,0.059935353287344686,-0.04949241691139924,-0.07853735249415744,0.027323423322899422,0.12330686090117185,0.6493043897349757,0.23999696000916326,-0.3067999721365222,-0.3581527158347753,0.012675163665882701,0.0926669076288816,0.4319269061088562,-0.011374936439096928,-0.09464637190103531,-0.48338645696640015,0.11293122917413712,0.23018214106559753,0.9092467427253723,-0.036240655928850174,-0.32492807507514954,0.29128074645996094,-0.0182279571890831,0.9476810693740845
0.28,0.16919395327568054,0.09331260621547699,-0.030547013506293297,-0.27687257528305054,0.10478593409061432,0.10557691752910614,0.7157918214797974,0.24270032346248627,-0.47424814105033875,0.02980859763920307,-0.014640877954661846,0.24175657331943512,0.13554518030874088,0.0699815778462913,-0.04843630196183431,-0.08275655697044233,0.05561571968205447,0.12341478769152678,0.6782703799434219,0.2142077883600803,-0.3388634836723818,-0.3492108857291417,0.007845249270409714,0.07904839957974931,0.4983879029750824,0.026625216007232666,-0.061094027012586594,-0.5537451505661011,0.20957186818122864,0.21115383505821228,0.93158358335495,-0.014599349349737167,-0.6084963083267212,0.39961719512939453,-0.058563511818647385,0.9670262932777405
0.3,0.17393727600574493,0.09866289794445038,0.0006779166869819164,-0.3007543683052063,0.15837030112743378,0.09493241459131241,0.7155937552452087,0.25421378016471863,-0.520706832408905,0.06236858665943146,-0.030513862147927284,0.24334293603897095,0.14751777377692904,0.07657871351711254,-0.04580804307059676,-0.08769624652352216,0.0980422041004032,0.12354428011464141,0.6968000151477187,0.19543201355390544,-0.40557131593779966,-0.34496670956616576,-0.0006739495360570276,0.06597511371014216,0.5078745484352112,0.03732580319046974,0.0013558333739638329,-0.6015087366104126,0.31674060225486755,0.18986482918262482,0.9311875104904175,0.008427586406469345,-0.7014136910438538,0.4647371768951416,-0.12205544859170914,0.9733717441558838
0.32,0.17084680497646332,0.09052298218011856,0.01630629040300846,-0.31097933650016785,0.21365460753440857,0.08608938008546829,0.7109493017196655,0.2669219970703125,-0.5187212228775024,0.08104349672794342,-0.04056202992796898,0.24255205690860748,0.15561753478755566,0.08050549271484818,-0.04059246062692803,-0.0919781391990981,0.1491994007821445,0.12318021670146125,0.7029437168826933,0.18659747499751714,-0.4590048998419593,-0.3469152177310605,-0.011638528240829416,0.0570759029445691,0.501693606376648,0.021045971661806107,0.03261258080601692,-0.6219586730003357,0.42730921506881714,0.17217876017093658,0.921898603439331,0.03384397178888321,-0.6974424719810486,0.5020869970321655,-0.16224811971187592,0.9702082276344299
0.34,0.17092187702655792,0.07730108499526978,0.015602628700435162,-0.30946388840675354,0.2709566354751587,0.08019653707742691,0.7047715187072754,0.2906763553619385,-0.49148398637771606,0.09599731862545013,-0.04785631597042084,0.23993758857250214,0.16181136839305096,0.08120939372427909,-0.03349711116918476,-0.09542429716837837,0.2036116722411502,0.12188022619792896,0.7024538676014888,0.18758749692783638,-0.4803641530406729,-0.35495700491628557,-0.021897810997674884,0.051508718187692364,0.5018437504768372,-0.005397825967520475,0.031205257400870323,-0.6189277768135071,0.5419132709503174,0.16039307415485382,0.9095430374145508,0.08135270327329636,-0.6429679989814758,0.531994640827179,-0.19142526388168335,0.9597503542900085
0.36,0.1685372292995453,0.059607576578855515,0.0003200508072040975,-0.2939862012863159,0.3228706121444702,0.07984418421983719,0.6967573165893555,0.3270578384399414,-0.4332221746444702,0.11945755779743195,-0.05582590773701668,0.2347009927034378,0.1669108283007999,0.07794835968048547,-0.0265471356067318,-0.09866454590214137,0.2572782179806372,0.12021916293236516,0.6992956155274973,0.19927824045555284,-0.4747057554858693,-0.3694134566707064,-0.03090203159298348,0.04785424135585129,0.4970744550228119,-0.04078484699130058,0.000640101614408195,-0.5879724025726318,0.6457412242889404,0.15968836843967438,0.8935146331787109,0.154115691781044,-0.5264443755149841,0.5789151191711426,-0.2233036309480667,0.9388039708137512
0.38,0.1652841418981552,0.04515787214040756,-0.023721063509583473,-0.26072341203689575,0.34945058822631836,0.08275805413722992,0.6959395408630371,0.381927490234375,-0.31791311502456665,0.1598723977804184,-0.06016436591744423,0.22293998301029205,0.169385702897614,0.07004355282327958,-0.022334641417668957,-0.10119973220356619,0.30142301624921947,0.11708774440126837,0.6935830335459456,0.22607883993962477,-0.43855231033889736,-0.3916892605419833,-0.03854426095453885,0.045704674574433786,0.49056828022003174,-0.06968425214290619,-0.047442127019166946,-0.5214468240737915,0.6989011764526367,0.16551610827445984,0.8918790817260742,0.26385498046875,-0.295826256275177,0.6597447991371155,-0.24065746366977692,0.8917599320411682
0.4,0.17079369723796844,0.025037037208676338,-0.07301121950149536,-0.1779128462076187,0.34710800647735596,0.0871819481253624,0.710839033126831,0.4612790644168854,-0.1034947857260704,0.2080165296792984,-0.06032264977693558,0.19023117423057556,0.17096869164458223,0.05494224387576148,-0.020376703289423686,-0.09949603150987488,0.3247306600112838,0.11072157668629262,0.6912095457383741,0.27260050753635934,-0.34235289547256237,-0.41837609570991463,-0.043750541176214554,0.040207790362031794,0.5015873908996582,-0.10992592573165894,-0.14602243900299072,-0.3558256924152374,0.6942160129547119,0.1743638962507248,0.9216781258583069,0.42255812883377075,0.13301043212413788,0.7560330629348755,-0.2412905991077423,0.7609246969223022
0.42,0.17564503848552704,-0.00903821550309658,-0.11770553141832352,-0.03486352041363716,0.30489587783813477,0.0837368369102478,0.7331287264823914,0.5541229248046875,0.13612471520900726,0.2368343621492386,-0.06457409262657166,0.12011052668094635,0.17133236049390224,0.028238006035364697,-0.02110929652223523,-0.09815452277882532,0.32675230531467225,0.10029356138149974,0.7033336191136109,0.3415857472806726,-0.3445210783861104,-0.4411420828925868,-0.04695145277743439,0.03219014233505341,0.5112900733947754,-0.17807643115520477,-0.23541106283664703,-0.06972704082727432,0.6097917556762695,0.1674736738204956,0.9662574529647827,0.6082457900047302,0.6122494339942932,0.8136687278747559,-0.2582963705062866,0.4804421067237854
0.44,0.13664184510707855,-0.02670959196984768,-0.1112101823091507,0.08560558408498764,0.2783861458301544,0.07222701609134674,0.7285386323928833,0.6332517862319946,0.2094574123620987,0.21892555058002472,-0.08852691948413849,-0.01548236794769764,0.16180551433283544,-0.0004118148574987911,-0.017027475441184593,-0.08890597126398854,0.30790666426113983,0.08424018537444862,0.7086788072632477,0.4302118889664249,-0.3343537079225735,-0.44707775907830305,-0.050123692211827824,0.021209756838994513,0.4332836866378784,-0.21341918408870697,-0.2224203646183014,0.17121116816997528,0.5567722916603088,0.14445403218269348,0.9570772647857666,0.7665035128593445,0.7589148283004761,0.7778511047363281,-0.35410767793655396,-0.06192947179079056
0.46,0.13715390861034393,-0.07270324230194092,-0.10752629488706589,0.16816121339797974,0.24468883872032166,0.09102173149585724,0.7287095785140991,0.6586748361587524,0.2814179062843323,-0.020752085372805595,-0.10562837868928909,-0.07979914546012878,0.14702874775563984,-0.032133814439660194,-0.004779038476559783,-0.07110866910828605,0.2802762976769562,0.07544047304695473,0.7104755084668508,0.5259858355739897,-0.3204035103151322,-0.4287176279084858,-0.05952519244391892,0.006777435266092577,0.4343078136444092,-0.30540648102760315,-0.21505258977413177,0.3363224267959595,0.4893776774406433,0.18204346299171448,0.957419216632843,0.8173496127128601,0.9028357863426208,0.2984958291053772,-0.42251351475715637,-0.31919658184051514
0.48,0.11993058025836945,-0.10654480755329132,-0.04570838809013367,0.19311314821243286,0.21286815404891968,0.12998294830322266,0.7240952253341675,0.6259865760803223,0.3077934682369232,-0.40643370151519775,-0.12135107070207596,-0.08072405308485031,0.13877033027736455,-0.061310885284520104,0.009776148580956575,-0.04435479136988281,0.24707227565594042,0.09759623227453186,0.7128234454254381,0.5959235879582805,-0.30403986214829,-0.40856165768923525,-0.06949297429004431,-0.015834152225409404,0.3998611569404602,-0.37308961153030396,-0.09141677618026733,0.3862262964248657,0.42573630809783936,0.2599658966064453,0.9481903910636902,0.7519731521606445,0.9555869102478027,-0.4728673994541168,-0.48540428280830383,-0.32289621233940125
0.5,0.0927359014749527,-0.18325193226337433,0.04514981806278229,0.12499968707561493,0.23211419582366943,0.19192057847976685,0.6976096034049988,0.5440486669540405,0.2954501509666443,-0.5066450238227844,-0.13643355667591095,-0.05921272560954094,0.13884518901543008,-0.08612682072650363,0.02100794066133954,-0.00889150225859229,0.23108302579148027,0.14201858522249117,0.7105724727905987,0.6103774721299868,-0.2847069596065636,-0.42233364095132364,-0.07364761350527677,-0.037415448260025956,0.3454717993736267,-0.52650386095047,0.09029963612556458,0.24999937415122986,0.46422839164733887,0.3838411569595337,0.8952192068099976,0.588097333908081,0.9309002757072449,-0.6732900142669678,-0.5457342267036438,-0.23685090243816376
0.52,0.0935027152299881,-0.18755759298801422,0.11488659679889679,0.05137769877910614,0.2238989621400833,0.208926722407341,0.679163932800293,0.4445000886917114,0.2719232738018036,-0.4640114903450012,-0.14146688580513,-0.026644811034202576,0.1394742720576556,-0.10798718806709427,0.02464591079165404,0.019065473779126374,0.23110691797968605,0.1771335641787687,0.6977116123719056,0.5695343094288459,-0.2624744181484882,-0.44317396987743496,-0.076192155547973,-0.04040546947976689,0.3470054268836975,-0.5351151823997498,0.22977319359779358,0.10275539755821228,0.4477979242801666,0.417853444814682,0.8583279252052307,0.38900020718574524,0.8838465213775635,-0.5880230069160461,-0.56586754322052,-0.1065792441368103
